"Title","Author","Publisher","Published Date","Format","Pages","Series","Volume","Language","ISBN","Page Read","Item Url","Icon Path","Photo Path","Image Url","Summary","Location","Price","Genres","Rating","Added Date","Copy Index","Read","Started Reading Date","Finished Reading Date","Favorite","Comments","Tags","BookShelf","Settings"
"201 Principles of Software Development","Davis, Alan M.","McGraw-Hill Inc.,US","1995-04-30","Hardcover","256","","","English","9780070158405","","https://www.amazon.co.uk/dp/0070158401?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/71B39MN4E1L._SL500_.gif","This text defines governing principles for software development, assumptions that work regardless of tools used, to keep software projects from costing too much, taking too long and disappointing users.","","40.75","Books Global Store","3.63","08/15/2023","","","","","","","","IT related","2.8.0.5;222;MM/DD/YYYY;YYYY-MM-DD;01/19/2024"
"A Practical Guide to Data Analysis for Physical Science Students","Lyons, Louis; Louis, Lyons","Cambridge University Press","1991-11-29","Paperback","116","","","en","","","https://www.goodreads.com/book/show/1033952.A_Practical_Guide_to_Data_Analysis_for_Physical_Science_Students","","","https://books.google.com/books/content?id=LeoHwnHhJGUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","It is usually straightforward to calculate the result of a practical experiment in the laboratory. Estimating the accuracy of that result is often regarded by students as an obscure and tedious routine, involving much arithmetic. An estimate of the error is, however, an integral part of the presentation of the results of experiments. This textbook is intended for undergraduates who are carrying out laboratory experiments in the physical sciences for the first time. It is a practical guide on how to analyse data and estimate errors. The necessary formulas for performing calculations are given, and the ideas behind them are explained, although this is not a formal text on statistics. Specific examples are worked through step by step in the text. Emphasis is placed on the need to think about whether a calculated error is sensible. At first students should take this book with them to the laboratory, and the format is intended to make this convenient. The book will provide the necessary understanding of what is involved, should inspire confidence in the method of estimating errors, and enable numerical calculations without too much effort. The author's aim is to make practical classes more enjoyable. Students who use this book will be able to complete their calculations quickly and confidently, leaving time to appreciate the basic physical ideas involved in the experiments.","","","Science","3.48","09/18/2023","","","","","","","","Science"
"Adrenaline Junkies and Template Zombies: Understanding Patterns of Project Behavior","DeMarco, Tom; Hruschka, Peter; Lister, Timothy R.; Robertson, Suzanne","Addison-Wesley","2013-07-15","Paperback","331","","","eng","9780932633675","","https://www.goodreads.com/book/show/2342271.Adrenaline_Junkies_and_Template_Zombies","","","https://books.google.com/books/content?id=dV4UAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","This is the digital version of the printed book (Copyright © 2008). Adrenaline junkies, dead fish, project sluts, true believers, Lewis and Clark, template zombies . . . Most developers, testers, and managers on IT projects are pretty good at recognizing patterns of behavior and gut-level hunches, as in, “I sense that this project is headed for disaster.” But it has always been more difficult to transform these patterns and hunches into a usable form, something a team can debate, refine, and use. Until now. In Adrenaline Junkies and Template Zombies, the six principal consultants of The Atlantic Systems Guild present the patterns of behavior they most often observe at the dozens of IT firms they transform each year, around the world. The result is a quick-read guide to identifying nearly ninety typical scenarios, drawing on a combined one-hundred-and-fifty years of project management experience. Project by project, you’ll improve the accuracy of your hunches and your ability to act on them. The patterns are presented in an easy-reference format, with names designed to ease communication with your teammates. In just a few words, you can describe what’s happening on your project. Citing the patterns of behavior can help you quickly move those above and below you to the next step on your project. You’ll find classic patterns such as these: News Improvement Management by Mood Ring Piling On Rattle Yer Dags Natural Authority Food++ Fridge Door and more than eighty more! Not every pattern will be evident in your organization, and not every pattern is necessarily good or bad. However, you’ll find many patterns that will apply to your current and future assignments, even in the most ambiguous circumstances. When you assess your situation and follow your next hunch, you'll have the collective wisdom of six world-class consultants at your side.","","","Management","3.98","08/15/2023","","","","","","","","IT related"
"Agile in a Flash: Speed-Learning Agile Software Development","Langr, Jeff; Ottinger, Tim","Pragmatic Bookshelf","2011","Paperback","52","","","eng","9781934356715","","https://www.goodreads.com/book/show/10099132-agile-in-a-flash","","","https://books.google.com/books/content?id=odWicQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","Real agilists don't weigh themselves down with libraries of books, they keep their important information handy with them at all times. Jeff and Tim pack over two decades of experience coaching and doing agile into Agile in a Flash, a unique deck of index cards that fit neatly in your pocket and tack easily onto the wall. Agile in a Flash cards run the gamut of agile, covering customer, planning, team, and developer concepts to help you succeed on agile projects. You can use cards from the deck in many ways: as references, reminders, teaching tools, and conversation pieces. Why not get sets for your entire team or organization?

This comprehensive set of cards is an indispensable resource for agile teams. The deck of Agile in a Flash cards teaches leadership, teamwork, clean programming, agile approaches to problem solving, and tips for coaching agile teams. Team members can use the cards as reference material, ice breakers for conversations, reminders (taped to a wall or monitor), and sources of useful tips and hard-won wisdom. The cards are:

Bite-sized! Read one practice or aspect at a time in a couple of minutes.

Smart! Each card has years of practical experience behind it.

Portable! Cards fit easily in your pocket or backpack.

An indispensable tool for any agile team, and a must-have for every agile coach or Scrum Master.

The Agile in a Flash deck is broken into four areas: planning, team, coding, and agile concepts. The front of each card is a quick list - a summary of the things you want to know and remember. The back provides further detail on each of the bullet points, and offers sage nuggets of knowledge based on extensive professional experience. Tape the cards to your wall, stick them on your monitor, and get agile fast.","","","Agile","3.80","08/15/2023","","","","","","","","IT related"
"Agile Project Management with Kanban (Developer Best Practices)","Brechner, Eric","Microsoft Press","2015-03-16","Paperback","160","","","English","9780735698956","","https://www.amazon.co.uk/dp/0735698953?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51DCxGobTrL._SL500_.jpg","Think, ""Kanban in a box."" Imagine you ordered Kanban for your team, and got the box delivered to your door. You open the box and right on top is a quick-start guide. Being a novice, you follow the guide, and quickly get up and running. As you become more experienced, the other box contents address common advanced issues you'd face, like right-sizing teams, estimation, hitting deadlines, transitioning from Scrum or Waterfall, deploying components and services, and using Kanban within larger organizations.
Real-world experience from a direct practitioner working on Xbox and Xbox.com
A concise, pragmatic, and easy-to-read guide with clear, fresh, and hard-won guidance
Using Kanban within larger organizations - how to deal with upper management, planning, and dependencies","","20.99","Books Global Store","3.97","08/15/2023","","","","","","","","IT related"
"Agile Project Management With Scrum + Kanban 2 In 1: The Last 2 Approaches You'll Need To Become More Productive And Meet Your Project Goals","Sammons, Andrew","Independently published","2019-11-22","Paperback","320","","","English","9781710687262","","https://www.amazon.co.uk/dp/1710687266?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51doAu5qEPL._SL500_.jpg","","","19.35","Change Management","3.57","08/15/2023","","","","","","","","IT related"
"Agile Software Development Ecosystems (Agile Software Development Series)","Highsmith, Jim; Poppendieck, Tom","Addison Wesley","2002-03-26","Paperback","448","Agile Software Development Series","","English","9780201760439","","https://www.amazon.co.uk/dp/0201760436?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/4141-QgiYkL._SL500_.jpg","Lean Software Development: An Agile Toolkit Adapting agile practices to your development organization Uncovering and eradicating waste throughout the software development lifecycle Practical techniques for every development manager, project manager, and technical leader Lean software development: applying agile principles to your organization In Lean Software Development, Mary and Tom Poppendieck identify seven fundamental ""lean"" principles, adapt them for the world of software development, and show how they can serve as the foundation for agile development approaches that work. Along the way, they introduce 22 ""thinking tools"" that can help you customize the right agile practices for any environment. Better, cheaper, faster software development. You can have all three–if you adopt the same lean principles that have already revolutionized manufacturing, logistics and product development. Iterating towards excellence: software development as an exercise in discovery Managing uncertainty: ""decide as late as possible"" by building change into the system. Compressing the value stream: rapid development, feedback, and improvement Empowering teams and individuals without compromising coordination Software with integrity: promoting coherence, usability, fitness, maintainability, and adaptability How to ""see the whole""–even when your developers are scattered across multiple locations and contractors Simply put, Lean Software Development helps you refocus development on value, flow, and people–so you can achieve breakthrough quality, savings, speed, and business alignment.","","18.83","Books Global Store","3.80","08/15/2023","","","","","","","","IT related"
"Agile Software Development, Principles, Patterns, and Practices","Martin, Robert C.","Pearson","2002-11-20","Hardcover","552","","","English","9780135974445","","https://www.amazon.co.uk/dp/0135974445?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51GXv-sMBYL._SL500_.jpg","For courses in Object-Oriented Design, C++ Intermediate Programming, and Object-Oriented Programming. Written for software engineers in the trenches, this text focuses on the technology--the principles, patterns, and process--that help software engineers effectively manage increasingly complex operating systems and applications. There is also a strong emphasis on the people behind the technology. This text will prepare students for a career in software engineering and serve as an on-going education for software engineers.","","34.52","Great Deals in Books for Study","4.25","08/15/2023","","","","","","","","IT related"
"Algorithms in C, Parts 1-4: Fundamentals, Data Structures, Sorting, Searching: Fundamentals, Data Structures, Sorting, Searching (3rd Edition) (Pts. 1-4)","Sedgewick, Robert; University, Robert Sedgewick - Princeton","Addison-Wesley Professional","1997-09-17","Paperback","720","","","English","9780201314526","","https://www.amazon.co.uk/dp/0201314525?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51aqffDOF3L._SL500_.jpg","","","61.49","Books Global Store","4.14","08/15/2023","","","","","","","","IT related"
"American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer","Bird, Kai; Sherwin, Martin J.","Atlantic Books","2009-01-01","Paperback","736","","","English","9781843547051","","https://www.amazon.co.uk/dp/1843547058?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51ppX0cwiSL._SL500_.jpg","American Prometheus is the first full-scale biography of J. Robert Oppenheimer, ""father of the atomic bomb,"" the brilliant, charismatic physicist who led the effort to capture the awesome fire of the sun for his country in time of war. Immediately after Hiroshima, he became the most famous scientist of his generation-one of the iconic figures of the twentieth century, the embodiment of modern man confronting the consequences of scientific progress. 

He was the author of a radical proposal to place international controls over atomic materials-an idea that is still relevant today. He opposed the development of the hydrogen bomb and criticized the Air Force's plans to fight an infinitely dangerous nuclear war. In the now almost-forgotten hysteria of the early 1950s, his ideas were anathema to powerful advocates of a massive nuclear buildup, and, in response, Atomic Energy Commission chairman Lewis Strauss, Superbomb advocate Edward Teller and FBI director J. Edgar Hoover worked behind the scenes to have a hearing board find that Oppenheimer could not be trusted with America's nuclear secrets. 

American Prometheus sets forth Oppenheimer's life and times in revealing and unprecedented detail. Exhaustively researched, it is based on thousands of records and letters gathered from archives in America and abroad, on massive FBI files and on close to a hundred interviews with Oppenheimer's friends, relatives and colleagues.

We follow him from his earliest education at the turn of the twentieth century at New York City's Ethical Culture School, through personal crises at Harvard and Cambridge universities. Then to Germany, where he studied quantum physics with the world's most accomplished theorists; and to Berkeley, California, where he established, during the 1930s, the leading American school of theoretical physics, and where he became deeply involved with social justice causes and their advocates, many of whom were communists. Then to Los Alamos, New Mexico, where he transformed a bleak mesa into the world's most potent nuclear weapons laboratory-and where he himself was transformed. And finally, to the Institute for Advanced Study in Princeton, which he directed from 1947 to 1966. 

American Prometheus is a rich evocation of America at mid-century, a new and compelling portrait of a brilliant, ambitious, complex and flawed man profoundly connected to its major events—the Depression, World War II and the Cold War. It is at once biography and history, and essential to our understanding of our recent past—and of our choices for the future.","","16.99","Kellogg's","4.25","09/18/2023","","","","","","","","Biographies"
"An Introduction to Nuclear Physics","Cottingham, W.N.; Greenwood, Derek A.","Cambridge University Press","1986-07-31","Paperback","228","","","English","9780521319607","","https://www.amazon.co.uk/dp/0521319609?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/31NA5XETCPL._SL500_.gif","A comprehensive account of the basic concepts of nuclear physics intended for use in a first course on the physics of the atomic nucleus. Assumes a knowledge of elementary quantum physics, but is supplemented by appendices on particularly relevant topics.","","6.54","Books Global Store","3.50","09/18/2023","","","","","","","","Science"
"Any Fool Can be a Pig Farmer","Robertson, James Irvine","Farming Press Books and Videos","1989-04-14","Paperback","155","Any Fool Series","","English","9780852361962","","https://www.amazon.co.uk/dp/0852361963?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51r5KA3jEUL._SL500_.jpg","This, the first of James Robertson’s sagas about agriculture and country life, demonstrates that the young and inexperienced Robertson was even more prone to disaster than the older and still inexperienced Robertson. His pigs bit him, gave him lice, crawled up to his bed and indicated that man is not necessarily the dominant species. How do you communicate the facts of life to an innocent young boar? Persuade a sow not to eat her young? Survive an investigation by the Inland Revenue? Stay out of jail when your newly insured barn goes up in smoke? Any Fool Can be a Pig Farmer shows the other side of the rural idyll. It is painful, real and very funny.","","2.8","Engineering","4.06","09/18/2023","","","","","","","","Biographies"
"APM Body of Knowledge, 6th edition","Management, Association for Project","Association for Project Management","2012-08-21","Paperback","198","","","English","9781903494400","","https://www.amazon.co.uk/dp/1903494400?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/415bSbhskBL._SL500_.jpg","The APM Body of Knowledge 6th edition provides the foundation for the successful delivery of projects, programmes and portfolios across all sectors and industries. Written by the profession for the profession it offers the key to successful project management and is an essential part of the APM Five Dimensions of Professionalism. It is a scope statement for the profession and a sourcebook for all aspiring, new and experienced project professionals offering common definitions, references and a comprehensive glossary of terms.","","55.19","Change Management","3.54","08/15/2023","","","","","","","","IT related"
"Applied Software Project Management","Stellman, Andrew; Greene, Jennifer","O′Reilly","2005-12-02","Paperback","304","","","English","9780596009489","","https://www.amazon.co.uk/dp/0596009488?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/516wuSGzDYL._SL500_.jpg","""If you're looking for solid, easy-to-follow advice on estimation, requirements gathering, managing change, and more, you can stop now: this is the book for you."" --Scott Berkun, Author of The Art of Project Management

What makes software projects succeed? It takes more than a good idea and a team of talented programmers. A project manager needs to know how to guide the team through the entire software project. There are common pitfalls that plague all software projects and rookie mistakes that are made repeatedly--sometimes by the same people! Avoiding these pitfalls is not hard, but it is not necessarily intuitive. Luckily, there are tried and true techniques that can help any project manager.

In Applied Software Project Management, Andrew Stellman and Jennifer Greene provide you with tools, techniques, and practices that you can use on your own projects right away. This book supplies you with the information you need to diagnose your team's situation and presents practical advice to help you achieve your goal of building better software.

Topics include:


Planning a software project
Helping a team estimate its workload
Building a schedule
Gathering software requirements and creating use cases
Improving programming with refactoring, unit testing, and version control
Managing an outsourced project
Testing software
Jennifer Greene and Andrew Stellman have been building software together since 1998. Andrew comes from a programming background and has managed teams of requirements analysts, designers, and developers. Jennifer has a testing background and has managed teams of architects, developers, and testers. She has led multiple large-scale outsourced projects. Between the two of them, they have managed every aspect of software development. They have worked in a wide range of industries, including finance, telecommunications, media, nonprofit, entertainment, natural-language processing, science, and academia. For more information about them and this book, visit http://www.stellman-greene.com.","","31.99","Books Global Store","3.73","08/15/2023","","","","","","","","IT related"
"AsapSCIENCE: answers to the world’s weirdest questions, most persistent rumours, and unexplained phenomena","Moffit, Mitchell; Brown, Greg","Scribe UK","2015-07-02","Hardcover","256","","","English","9781922247940","","https://www.amazon.co.uk/dp/1922247944?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51ZPd7BkF-L._SL500_.jpg","From the creators of the wildly popular and seriously scientific YouTube channel, AsapSCIENCE, comes entertaining, irreverent, and totally accessible answers to the questions you never got to ask in science class.
Why do we get hung over? What would happen if you stopped sleeping? Is binge-watching TV actually bad for you? Why should I take a power nap? In their first-ever book, Mitchell Moffit and Greg Brown, the geniuses behind YouTube channel AsapSCIENCE, explain the true science of how things work in their trademark hilarious and fascinating fashion.
Applying the fun, illustrated format of their addictive videos to topics ranging from brain freeze to hiccups to the science of the snooze button, AsapSCIENCE takes the underpinnings of biology, chemistry, physics, and other hard sciences and applies them to everyday life through quirky and relatable examples that will appeal to both science nerds and those who didn’t ace chemistry. This is the science that people actually want to learn, shared in a friendly, engaging style. And in the spirit of science, no subject is taboo. Amid the humor is great information and cocktail conversation fodder, all thoughtfully presented. Whether you’re a total newbie or the next Albert Einstein, this guide is sure to educate and entertain...ASAP.","","2.8","Physiology","3.94","09/18/2023","","","","","","","","Science"
